bite_sisters_10	10_038_0.02.15.285	[sound:bite_sisters_10_0.02.15.285-0.02.17.919.mp3]	<img src="bite_sisters_10_0.02.16.602.jpg">	천 년이나 살고도 이 뻔한 짓의 결말을 몰라?	You've lived for 1,000 years. Can't you see how it is going to end?
bite_sisters_10	10_039_0.02.17.920	[sound:bite_sisters_10_0.02.17.920-0.02.18.694.mp3]	<img src="bite_sisters_10_0.02.18.307.jpg">	뭐	What
bite_sisters_10	10_040_0.02.19.142	[sound:bite_sisters_10_0.02.19.142-0.02.21.421.mp3]	<img src="bite_sisters_10_0.02.20.282.jpg">	조언이라도 한 마디 해주길 기대하는 거야?	Do you expect me to give you a piece of advice or something?
bite_sisters_10	10_041_0.02.31.016	[sound:bite_sisters_10_0.02.31.016-0.02.31.761.mp3]	<img src="bite_sisters_10_0.02.31.389.jpg">	언니.	Hey.
bite_sisters_10	10_042_0.02.32.984	[sound:bite_sisters_10_0.02.32.984-0.02.34.756.mp3]	<img src="bite_sisters_10_0.02.33.870.jpg">	언니 인간일 때 그런 차	You never drank such a tea
bite_sisters_10	10_043_0.02.34.757	[sound:bite_sisters_10_0.02.34.757-0.02.35.951.mp3]	<img src="bite_sisters_10_0.02.35.354.jpg">	마셔본 적 없잖아.	when you were a human.
bite_sisters_10	10_044_0.02.38.750	[sound:bite_sisters_10_0.02.38.750-0.02.42.024.mp3]	<img src="bite_sisters_10_0.02.40.387.jpg">	난 언니가 인간들 흉내내고 싶어하는 줄 알았지?	I thought you wanted to act like those humans.
bite_sisters_10	10_045_0.02.45.906	[sound:bite_sisters_10_0.02.45.906-0.02.46.842.mp3]	<img src="bite_sisters_10_0.02.46.374.jpg">	귀엽게.	How cute.
bite_sisters_10	10_046_0.02.56.674	[sound:bite_sisters_10_0.02.56.674-0.02.57.514.mp3]	<img src="bite_sisters_10_0.02.57.094.jpg">	너 변태야?	Are you a pervert?
bite_sisters_10	10_047_0.02.58.088	[sound:bite_sisters_10_0.02.58.088-0.02.59.769.mp3]	<img src="bite_sisters_10_0.02.58.929.jpg">	왜 남의 사진을 마음대로 찍어?	Why did you take a picture of me without my consent?
bite_sisters_10	10_048_0.03.02.359	[sound:bite_sisters_10_0.03.02.359-0.03.04.597.mp3]	<img src="bite_sisters_10_0.03.03.478.jpg">	한이나가 이거 가지고 또 사람 피라고 하디?	Did Han Ina tell you this is human blood?
bite_sisters_10	10_049_0.03.23.782	[sound:bite_sisters_10_0.03.23.782-0.03.24.994.mp3]	<img src="bite_sisters_10_0.03.24.388.jpg">	이제 그만 기다려.	Stop waiting.
bite_sisters_10	10_050_0.03.25.658	[sound:bite_sisters_10_0.03.25.658-0.03.26.598.mp3]	<img src="bite_sisters_10_0.03.26.128.jpg">	뭔 상관?	It's not your business.
bite_sisters_10	10_051_0.03.27.760	[sound:bite_sisters_10_0.03.27.760-0.03.29.740.mp3]	<img src="bite_sisters_10_0.03.28.750.jpg">	너도 알잖아? 왜 그래 애처럼.	You know why. Don't act like a kid.
bite_sisters_10	10_052_0.03.31.192	[sound:bite_sisters_10_0.03.31.192-0.03.33.312.mp3]	<img src="bite_sisters_10_0.03.32.252.jpg">	엄마가 누나한테도 말했어요?	Did my mom tell you about it too?
bite_sisters_10	10_053_0.03.35.106	[sound:bite_sisters_10_0.03.35.106-0.03.36.526.mp3]	<img src="bite_sisters_10_0.03.35.816.jpg">	우리 아빠 안 온다고?	That my dad is not coming?
bite_sisters_10	10_054_0.03.37.371	[sound:bite_sisters_10_0.03.37.371-0.03.38.527.mp3]	<img src="bite_sisters_10_0.03.37.949.jpg">	딱 보면 알지.	Anyone can tell.
bite_sisters_10	10_055_0.03.38.528	[sound:bite_sisters_10_0.03.38.528-0.03.39.625.mp3]	<img src="bite_sisters_10_0.03.39.077.jpg">	그걸 들어야 아니?	You don't even need to hear about it to know it.
bite_sisters_10	10_056_0.03.48.815	[sound:bite_sisters_10_0.03.48.815-0.03.51.305.mp3]	<img src="bite_sisters_10_0.03.50.060.jpg">	살다 보면 이런 일 아무것도 아니야.	There are way worse things in life than this.
bite_sisters_10	10_057_0.03.52.636	[sound:bite_sisters_10_0.03.52.636-0.03.56.341.mp3]	<img src="bite_sisters_10_0.03.54.489.jpg">	운 좋으면 이것보다 더 더럽고 치사한 일들이 일어나서	If you are lucky, You are going to experience way messier and dirtier things than this
bite_sisters_10	10_058_0.03.56.342	[sound:bite_sisters_10_0.03.56.342-0.03.57.792.mp3]	<img src="bite_sisters_10_0.03.57.067.jpg">	나중에 생각도 안 날 거야.	that you are not even gonna remember it even happened.
bite_sisters_10	10_059_0.04.02.211	[sound:bite_sisters_10_0.04.02.211-0.04.04.767.mp3]	<img src="bite_sisters_10_0.04.03.489.jpg">	그냥 너는 잘 자고 잘 먹고 잘 살면 돼.	All you need to do is sleep well, eat well, and live well.
bite_sisters_10	10_060_0.04.04.768	[sound:bite_sisters_10_0.04.04.768-0.04.05.507.mp3]	<img src="bite_sisters_10_0.04.05.138.jpg">	알겠어?	You got it?
bite_sisters_10	10_061_0.04.09.107	[sound:bite_sisters_10_0.04.09.107-0.04.10.233.mp3]	<img src="bite_sisters_10_0.04.09.670.jpg">	알겠냐고?	Do you?
bite_sisters_10	10_062_0.04.14.526	[sound:bite_sisters_10_0.04.14.526-0.04.15.902.mp3]	<img src="bite_sisters_10_0.04.15.214.jpg">	그럼 라면 먹으러 갈래?	Do you wanna go for ramen then?
bite_sisters_10	10_063_0.04.25.816	[sound:bite_sisters_10_0.04.25.816-0.04.26.959.mp3]	<img src="bite_sisters_10_0.04.26.388.jpg">	아무래도 그녀는	It seems like she was
bite_sisters_10	10_064_0.04.28.397	[sound:bite_sisters_10_0.04.28.397-0.04.30.341.mp3]	<img src="bite_sisters_10_0.04.29.369.jpg">	단순한 여행자는 아니었던 모양이다.	by no means a mere tourist.
bite_sisters_10	10_065_0.04.37.423	[sound:bite_sisters_10_0.04.37.423-0.04.40.812.mp3]	<img src="bite_sisters_10_0.04.39.118.jpg">	난 언니가 인간들 흉내내고 싶어하는 줄 알았지?	I thought you wanted to act like those humans.
bite_sisters_10	10_066_0.05.09.527	[sound:bite_sisters_10_0.05.09.527-0.05.10.767.mp3]	<img src="bite_sisters_10_0.05.10.147.jpg">	우리 냥이 왔어?	Kitty, you are here.
bite_sisters_10	10_067_0.05.12.277	[sound:bite_sisters_10_0.05.12.277-0.05.13.274.mp3]	<img src="bite_sisters_10_0.05.12.776.jpg">	아는 고양이야?	Do you know this cat?
bite_sisters_10	10_068_0.05.13.693	[sound:bite_sisters_10_0.05.13.693-0.05.14.464.mp3]	<img src="bite_sisters_10_0.05.14.079.jpg">	아니	No
bite_sisters_10	10_069_0.05.20.302	[sound:bite_sisters_10_0.05.20.302-0.05.22.705.mp3]	<img src="bite_sisters_10_0.05.21.504.jpg">	언니는 행동이 어쩜 그렇게 잽싸?	How can you move so quickly?
bite_sisters_10	10_070_0.05.22.706	[sound:bite_sisters_10_0.05.22.706-0.05.24.592.mp3]	<img src="bite_sisters_10_0.05.23.649.jpg">	언니처럼 빠른 사람 처음 봤어.	I've never seen anyone that moves as fast as you.
bite_sisters_10	10_071_0.05.24.991	[sound:bite_sisters_10_0.05.24.991-0.05.27.140.mp3]	<img src="bite_sisters_10_0.05.26.066.jpg">	사람 맞나 싶을 정도던데.	Too fast that it's hard to believe you are a human.
bite_sisters_10	10_072_0.05.27.651	[sound:bite_sisters_10_0.05.27.651-0.05.29.110.mp3]	<img src="bite_sisters_10_0.05.28.381.jpg">	어 나 사람 아니야.	No, I am not a human.
bite_sisters_10	10_073_0.05.32.032	[sound:bite_sisters_10_0.05.32.032-0.05.32.854.mp3]	<img src="bite_sisters_10_0.05.32.443.jpg">	그럼 뭔데?	Then what are you?
bite_sisters_10	10_074_0.05.33.547	[sound:bite_sisters_10_0.05.33.547-0.05.34.475.mp3]	<img src="bite_sisters_10_0.05.34.011.jpg">	뱀파이어.	A vampire.
bite_sisters_10	10_075_0.05.36.182	[sound:bite_sisters_10_0.05.36.182-0.05.38.530.mp3]	<img src="bite_sisters_10_0.05.37.356.jpg">	이왕이면 예쁘고 젊을 때 하지.	Then you could've become a vampire when you were younger and prettier.
bite_sisters_10	10_076_0.05.38.531	[sound:bite_sisters_10_0.05.38.531-0.05.39.898.mp3]	<img src="bite_sisters_10_0.05.39.215.jpg">	뭘 그렇게 늦게 했대?	Why did you become one so late?
bite_sisters_10	10_077_0.05.41.636	[sound:bite_sisters_10_0.05.41.636-0.05.43.190.mp3]	<img src="bite_sisters_10_0.05.42.413.jpg">	이때가 제일 좋았거든.	This was my best times.
bite_sisters_10	10_078_0.05.44.263	[sound:bite_sisters_10_0.05.44.263-0.05.45.045.mp3]	<img src="bite_sisters_10_0.05.44.654.jpg">	그럼	You're right.
bite_sisters_10	10_079_0.05.45.710	[sound:bite_sisters_10_0.05.45.710-0.05.47.213.mp3]	<img src="bite_sisters_10_0.05.46.462.jpg">	우리도 한창이지 뭐.	We are in the prime of life.
bite_sisters_10	10_080_0.05.50.075	[sound:bite_sisters_10_0.05.50.075-0.05.50.840.mp3]	<img src="bite_sisters_10_0.05.50.458.jpg">	그것 봐.	See.
bite_sisters_10	10_081_0.05.52.765	[sound:bite_sisters_10_0.05.52.765-0.05.54.187.mp3]	<img src="bite_sisters_10_0.05.53.476.jpg">	내가 고양이 온다고 했지?	I told you the cat was gonna come here.
bite_sisters_10	10_082_0.05.54.915	[sound:bite_sisters_10_0.05.54.915-0.05.55.540.mp3]	<img src="bite_sisters_10_0.05.55.228.jpg">	언니.	Hey.
bite_sisters_10	10_083_0.06.23.076	[sound:bite_sisters_10_0.06.23.076-0.06.24.069.mp3]	<img src="bite_sisters_10_0.06.23.573.jpg">	인간들은	Humans
bite_sisters_10	10_084_0.06.24.569	[sound:bite_sisters_10_0.06.24.569-0.06.25.885.mp3]	<img src="bite_sisters_10_0.06.25.227.jpg">	따뜻한 체온	convey their feelings
bite_sisters_10	10_085_0.06.26.441	[sound:bite_sisters_10_0.06.26.441-0.06.28.430.mp3]	<img src="bite_sisters_10_0.06.27.436.jpg">	두근두근 뛰는 맥박 소리	with such as the sounds of their heart beats
bite_sisters_10	10_086_0.06.29.529	[sound:bite_sisters_10_0.06.29.529-0.06.32.280.mp3]	<img src="bite_sisters_10_0.06.30.905.jpg">	그런 것들로 마음이 전달된다고 했다.	or their warm body temperatures.
bite_sisters_10	10_087_0.07.07.527	[sound:bite_sisters_10_0.07.07.527-0.07.09.878.mp3]	<img src="bite_sisters_10_0.07.08.703.jpg">	나에겐 당연하게 존재하지 않는 것들로	Obviously, all these are something that I don't have
bite_sisters_10	10_088_0.07.22.225	[sound:bite_sisters_10_0.07.22.225-0.07.24.241.mp3]	<img src="bite_sisters_10_0.07.23.233.jpg">	웬일이래 저 인간 결벽증이	What am I seeing? That's rare for a neat freak like her.
bite_sisters_10	10_089_0.07.24.685	[sound:bite_sisters_10_0.07.24.685-0.07.26.360.mp3]	<img src="bite_sisters_10_0.07.25.523.jpg">	내가 합성피 안 좋다 했지?	I told you that synthetic blood isn't good.
bite_sisters_10	10_090_0.07.27.841	[sound:bite_sisters_10_0.07.27.841-0.07.29.289.mp3]	<img src="bite_sisters_10_0.07.28.565.jpg">	소피가 더 낫다니까.	Cow blood is better.
bite_sisters_10	10_091_0.07.32.199	[sound:bite_sisters_10_0.07.32.199-0.07.34.015.mp3]	<img src="bite_sisters_10_0.07.33.107.jpg">	오래 살고 볼일이다 정말.	Wow, you live and learn
bite_sisters_10	10_092_0.07.57.526	[sound:bite_sisters_10_0.07.57.526-0.07.58.399.mp3]	<img src="bite_sisters_10_0.07.57.963.jpg">	어!? 뭐야??	Huh!? What?!?
bite_sisters_10	10_093_0.08.00.089	[sound:bite_sisters_10_0.08.00.089-0.08.01.181.mp3]	<img src="bite_sisters_10_0.08.00.635.jpg">	깜짝이야.	Gosh
bite_sisters_10	10_094_0.08.01.714	[sound:bite_sisters_10_0.08.01.714-0.08.02.850.mp3]	<img src="bite_sisters_10_0.08.02.282.jpg">	간 떨어질 뻔했네.	You surprised me
bite_sisters_10	10_095_0.08.04.999	[sound:bite_sisters_10_0.08.04.999-0.08.06.353.mp3]	<img src="bite_sisters_10_0.08.05.676.jpg">	미숙 언니가 보냈어.	Misook sent me here
bite_sisters_10	10_096_0.08.07.965	[sound:bite_sisters_10_0.08.07.965-0.08.10.720.mp3]	<img src="bite_sisters_10_0.08.09.343.jpg">	너 때문에 새로운 알바 구하느라 골치 아파 죽겠다고.	She's so annoyed because she has to find a new part-time staff because of you
bite_sisters_10	10_097_0.08.14.688	[sound:bite_sisters_10_0.08.14.688-0.08.15.845.mp3]	<img src="bite_sisters_10_0.08.15.267.jpg">	저 이제 죽어요?	Am I gonna die now?
bite_sisters_10	10_098_0.08.24.998	[sound:bite_sisters_10_0.08.24.998-0.08.26.804.mp3]	<img src="bite_sisters_10_0.08.25.901.jpg">	나 때문에 그만둔 건가?	Did you quit because of me?
bite_sisters_10	10_099_0.08.33.226	[sound:bite_sisters_10_0.08.33.226-0.08.34.951.mp3]	<img src="bite_sisters_10_0.08.34.089.jpg">	제가 서치를 해봤는데요.	I did some research
bite_sisters_10	10_100_0.08.37.145	[sound:bite_sisters_10_0.08.37.145-0.08.38.472.mp3]	<img src="bite_sisters_10_0.08.37.809.jpg">	누가 그러더라고요.	and someone told me
bite_sisters_10	10_101_0.08.39.729	[sound:bite_sisters_10_0.08.39.729-0.08.41.302.mp3]	<img src="bite_sisters_10_0.08.40.516.jpg">	생각 안 나던 사람도	that even if it's someone you never really thought about
bite_sisters_10	10_102_0.08.42.231	[sound:bite_sisters_10_0.08.42.231-0.08.43.744.mp3]	<img src="bite_sisters_10_0.08.42.988.jpg">	눈 앞에서 사라지면	you suddenly start to think of that person
bite_sisters_10	10_103_0.08.43.745	[sound:bite_sisters_10_0.08.43.745-0.08.45.373.mp3]	<img src="bite_sisters_10_0.08.44.559.jpg">	생각날 수밖에 없다고.	when you can't see her anymore
bite_sisters_10	10_104_0.08.47.501	[sound:bite_sisters_10_0.08.47.501-0.08.48.422.mp3]	<img src="bite_sisters_10_0.08.47.962.jpg">	아 근데	I guess
bite_sisters_10	10_105_0.08.49.015	[sound:bite_sisters_10_0.08.49.015-0.08.50.264.mp3]	<img src="bite_sisters_10_0.08.49.640.jpg">	그 사람 말이 맞네.	he's right
bite_sisters_10	10_106_0.08.53.294	[sound:bite_sisters_10_0.08.53.294-0.08.54.115.mp3]	<img src="bite_sisters_10_0.08.53.705.jpg">	나 간다.	I'm leaving
bite_sisters_10	10_107_0.08.54.707	[sound:bite_sisters_10_0.08.54.707-0.08.55.402.mp3]	<img src="bite_sisters_10_0.08.55.055.jpg">	저기	Hey
bite_sisters_10	10_108_0.08.58.584	[sound:bite_sisters_10_0.08.58.584-0.08.59.412.mp3]	<img src="bite_sisters_10_0.08.58.998.jpg">	잠깐만요.	Just for a second
bite_sisters_10	10_109_0.09.10.156	[sound:bite_sisters_10_0.09.10.156-0.09.11.315.mp3]	<img src="bite_sisters_10_0.09.10.736.jpg">	살다 보니까	I realized that you get to experience so many
bite_sisters_10	10_110_0.09.12.834	[sound:bite_sisters_10_0.09.12.834-0.09.13.662.mp3]	<img src="bite_sisters_10_0.09.13.248.jpg">	세상엔	dirty and unfair things
bite_sisters_10	10_111_0.09.14.817	[sound:bite_sisters_10_0.09.14.817-0.09.17.549.mp3]	<img src="bite_sisters_10_0.09.16.183.jpg">	진짜 더럽고 치사한 일들이 잔뜩 생기더라고요.	in your life
bite_sisters_10	10_112_0.09.21.565	[sound:bite_sisters_10_0.09.21.565-0.09.22.932.mp3]	<img src="bite_sisters_10_0.09.22.249.jpg">	좋은 건 아주아주 드물고	when there are too few good things
bite_sisters_10	10_113_0.09.27.218	[sound:bite_sisters_10_0.09.27.218-0.09.29.147.mp3]	<img src="bite_sisters_10_0.09.28.183.jpg">	세상이 그렇게 짜게 굴지.	The world is a mean place
bite_sisters_10	10_114_0.09.29.438	[sound:bite_sisters_10_0.09.29.438-0.09.30.209.mp3]	<img src="bite_sisters_10_0.09.29.824.jpg">	그래서	So
bite_sisters_10	10_115_0.09.31.863	[sound:bite_sisters_10_0.09.31.863-0.09.34.609.mp3]	<img src="bite_sisters_10_0.09.33.236.jpg">	좋은 건 절대로 놓치지 말아야겠다고 생각했어요.	I thought to myself that I should never let go of good things
bite_sisters_10	10_116_0.09.36.859	[sound:bite_sisters_10_0.09.36.859-0.09.37.811.mp3]	<img src="bite_sisters_10_0.09.37.335.jpg">	그래야 겨우	So that you can manage to
bite_sisters_10	10_117_0.09.38.831	[sound:bite_sisters_10_0.09.38.831-0.09.40.202.mp3]	<img src="bite_sisters_10_0.09.39.517.jpg">	잘 먹고	eat well
bite_sisters_10	10_118_0.09.40.203	[sound:bite_sisters_10_0.09.40.203-0.09.41.187.mp3]	<img src="bite_sisters_10_0.09.40.695.jpg">	잘 자고	sleep well
bite_sisters_10	10_119_0.09.42.996	[sound:bite_sisters_10_0.09.42.996-0.09.44.420.mp3]	<img src="bite_sisters_10_0.09.43.708.jpg">	잘 살 수 있으니까.	and live well
bite_sisters_10	10_120_0.09.54.264	[sound:bite_sisters_10_0.09.54.264-0.09.56.349.mp3]	<img src="bite_sisters_10_0.09.55.307.jpg">	어디까지 감당할 수 있냐고 물었잖아요.	You asked me how much I can handle
bite_sisters_10	10_121_0.09.57.959	[sound:bite_sisters_10_0.09.57.959-0.09.59.725.mp3]	<img src="bite_sisters_10_0.09.58.842.jpg">	뭐든 감당할 수 있다는 거 뻥이에요.	I was lying when I said I can handle everything
bite_sisters_10	10_122_0.10.03.420	[sound:bite_sisters_10_0.10.03.420-0.10.04.384.mp3]	<img src="bite_sisters_10_0.10.03.902.jpg">	그렇잖아요.	It is so.
bite_sisters_10	10_123_0.10.05.056	[sound:bite_sisters_10_0.10.05.056-0.10.07.650.mp3]	<img src="bite_sisters_10_0.10.06.353.jpg">	대체 누가 한 사람을 그대로 감당할 수 있겠어요.	How could anyone deal with someone as they are?
bite_sisters_10	10_124_0.10.09.836	[sound:bite_sisters_10_0.10.09.836-0.10.11.675.mp3]	<img src="bite_sisters_10_0.10.10.756.jpg">	그건 진짜 영혼 없는 대답이지.	They couldn't possibly mean that.
bite_sisters_10	10_125_0.10.13.704	[sound:bite_sisters_10_0.10.13.704-0.10.14.587.mp3]	<img src="bite_sisters_10_0.10.14.146.jpg">	근데	But...
bite_sisters_10	10_126_0.10.16.339	[sound:bite_sisters_10_0.10.16.339-0.10.18.054.mp3]	<img src="bite_sisters_10_0.10.17.197.jpg">	현재까지 밝혀진 바로는	Considering all that is currently known...
bite_sisters_10	10_127_0.10.20.934	[sound:bite_sisters_10_0.10.20.934-0.10.22.588.mp3]	<img src="bite_sisters_10_0.10.21.761.jpg">	충분히 가능할 거 같거든요.	I think it's really possible.
bite_sisters_10	10_128_0.10.51.167	[sound:bite_sisters_10_0.10.51.167-0.10.52.272.mp3]	<img src="bite_sisters_10_0.10.51.720.jpg">	나에게는	Things that
bite_sisters_10	10_129_0.10.53.036	[sound:bite_sisters_10_0.10.53.036-0.10.54.812.mp3]	<img src="bite_sisters_10_0.10.53.924.jpg">	존재하지 않는 것들.	I don't have.
bite_sisters_10	10_130_0.10.59.602	[sound:bite_sisters_10_0.10.59.602-0.11.00.642.mp3]	<img src="bite_sisters_10_0.11.00.122.jpg">	너무 좋네요.	Really nice.
bite_sisters_10	10_131_0.11.03.377	[sound:bite_sisters_10_0.11.03.377-0.11.04.219.mp3]	<img src="bite_sisters_10_0.11.03.798.jpg">	하지만	But things
bite_sisters_10	10_132_0.11.06.244	[sound:bite_sisters_10_0.11.06.244-0.11.08.867.mp3]	<img src="bite_sisters_10_0.11.07.556.jpg">	분명히 전달받을 수는 있는 것들.	that I can receive.
bite_sisters_10	10_133_0.11.25.148	[sound:bite_sisters_10_0.11.25.148-0.11.26.828.mp3]	<img src="bite_sisters_10_0.11.25.988.jpg">	좋겠다, 승진해서.	You must be feeling great what with the promotion.
bite_sisters_10	10_134_0.11.26.829	[sound:bite_sisters_10_0.11.26.829-0.11.27.986.mp3]	<img src="bite_sisters_10_0.11.27.408.jpg">	네 좋아요.	Yeah, I am feeling great.
